count,diff_srv_rate,dst_bytes,dst_host_count,dst_host_diff_srv_rate,dst_host_rerror_rate,dst_host_same_src_port_rate,dst_host_same_srv_rate,dst_host_serror_rate,dst_host_srv_count,dst_host_srv_diff_host_rate,dst_host_srv_rerror_rate,dst_host_srv_serror_rate,duration,flag_oth,flag_rej,flag_rsto,flag_rstos0,flag_rstr,flag_s0,flag_s1,flag_s2,flag_s3,flag_sf,flag_sh,hot,is_guest_login,is_host_login,label,land,logged_in,num_access_files,num_compromised,num_failed_logins,num_file_creations,num_outbound_cmds,num_root,num_shells,protocol_type_icmp,protocol_type_tcp,protocol_type_udp,rerror_rate,root_shell,same_srv_rate,serror_rate,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_irc,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,service_x11,service_z39_50,src_bytes,srv_count,srv_diff_host_rate,srv_rerror_rate,srv_serror_rate,su_attempted,urgent,wrong_fragment
117,0.06,0,255,0.07,0.0,0.0,0.03,1.0,8,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.07,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0.0,0.0,1.0,0,0,0
7,0.0,5157,7,0.0,0.0,0.14,1.0,0.0,255,0.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,7,0.0,0.0,0.0,0,0,0
1,0.0,807,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,5,0.4,0.0,0.0,0,0,0
238,0.06,0,255,0.08,0.0,0.0,0.03,1.0,7,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.01,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1.0,0,0,0
1,0.0,0,255,0.01,0.0,0.04,0.65,0.0,166,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,1.0,0.0,0.0,0,0,0
1,0.0,0,1,0.0,1.0,1.0,1.0,0.0,131,0.23,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0,0,0
2,0.0,10396,195,0.0,0.0,0.01,1.0,0.0,255,0.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,3,0.67,0.0,0.0,0,0,0
4,0.0,15105,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,4,0.0,0.0,0.0,0,0,0
1,0.0,179,255,0.02,0.0,0.0,0.01,0.0,2,0.0,0.0,0.0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,0,0,0,1,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129,1,0.0,0.0,0.0,0,0,0
148,0.05,0,255,0.05,0.0,0.0,0.06,1.0,16,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.11,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.0,0.0,1.0,0,0,0
180,0.07,0,255,0.07,1.0,0.0,0.04,0.0,9,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0.05,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,1.0,0.0,0,0,0
15,0.0,1888,36,0.0,0.0,0.03,1.0,0.0,255,0.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,15,0.0,0.0,0.0,0,0,0
1,0.0,3581,13,0.0,0.0,0.08,1.0,0.0,255,0.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,2,1.0,0.0,0.0,0,0,0
16,0.0,291,70,0.0,0.0,0.01,1.0,0.0,255,0.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,16,0.0,0.0,0.0,0,0,0
2,0.0,9140,18,0.0,0.0,0.06,1.0,0.0,255,0.09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,2,0.0,0.0,0.0,0,0,0
1,0.0,9055,19,0.0,0.0,0.05,1.0,0.0,255,0.2,0.93,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,1,0.0,0.0,0.0,0,0,0
3,0.0,489,3,0.0,0.0,0.33,1.0,0.0,190,0.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,3,0.0,0.0,0.0,0,0,0
20,0.2,0,255,0.02,0.0,0.01,0.25,1.0,64,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0.0,1.0,0,0,0
6,0.0,581,68,0.0,0.25,0.01,1.0,0.0,255,0.04,0.08,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,6,0.0,0.0,0.0,0,0,0
166,0.07,0,255,0.08,0.0,0.0,0.02,1.0,5,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.09,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,1.0,0,0,0
1,0.0,0,1,0.0,0.0,1.0,1.0,0.0,77,0.04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,6,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,1,0.0,0.0,0.0,0,0,0
10,0.0,575,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,12,0.17,0.0,0.0,0,0,0
10,0.0,682,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,10,0.0,0.0,0.0,0,0,0
1,0.0,487,4,0.0,0.0,0.25,1.0,0.0,255,0.04,0.0,0.01,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,6,0.33,0.0,0.0,0,0,0
2,0.0,944,68,0.0,0.0,0.01,1.0,0.0,255,0.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,2,0.0,0.0,0.0,0,0,0
118,0.07,0,255,0.07,1.0,0.0,0.03,0.0,8,0.0,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0.07,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,1.0,0.0,0,0,0
26,0.12,0,255,0.22,0.0,1.0,0.02,0.0,6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,satan,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0.0,0.0,0.0,0,0,0
124,0.06,0,27,0.15,0.0,0.04,0.07,1.0,2,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.02,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,1.0,0,0,0
247,0.06,0,255,0.07,1.0,0.0,0.03,0.0,7,0.0,1.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0.03,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,1.0,0.0,0,0,0
36,0.0,290,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,40,0.1,0.0,0.0,0,0,0
234,0.06,0,255,0.07,0.0,0.0,0.02,1.0,6,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.02,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,1.0,0,0,0
241,0.07,0,255,0.08,0.0,0.0,0.07,1.0,17,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.08,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.0,0.0,1.0,0,0,0
1,0.0,19921,4,0.0,0.0,0.25,1.0,0.0,255,0.09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,23,0.09,0.0,0.0,0,0,0
16,0.12,0,15,0.0,0.0,0.07,1.0,1.0,16,0.12,0.0,0.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0,0.0,1.0,0,0,0
276,0.0,0,255,0.0,0.0,1.0,1.0,0.0,255,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,smurf,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,276,0.0,0.0,0.0,0,0,0
4,0.0,753,4,0.0,0.0,0.25,1.0,0.0,255,0.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,10,0.2,0.0,0.0,0,0,0
80,0.0,79,255,0.01,0.0,0.0,1.0,0.0,254,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,160,0.01,0.0,0.0,0,0,0
1,0.0,1227,166,0.0,0.0,0.01,1.0,0.0,225,0.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,1,0.0,0.0,0.0,0,0,0
5,0.0,1385,255,0.0,0.0,0.0,1.0,0.0,255,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,5,0.0,0.0,0.2,0,0,0
148,0.05,0,255,0.07,0.0,0.0,0.02,1.0,4,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.06,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0.0,1.0,0,0,0
5,0.4,0,255,0.01,0.0,0.07,0.05,0.0,14,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,182,4,0.0,0.0,0.0,0,0,0
1,0.0,285,159,0.04,0.0,0.01,0.67,0.0,134,0.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,1,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0.0,0.0,0.0,0,0,0
9,0.0,0,255,0.02,0.13,0.0,0.91,0.0,233,0.0,0.14,0.0,2075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,apache2,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72564,9,0.0,1.0,0.0,0,0,0
2,0.0,2111,65,0.0,0.0,0.02,1.0,0.0,255,0.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,2,0.0,0.0,0.0,0,0,0
34,0.0,481,34,0.0,0.0,0.03,1.0,0.0,255,0.04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,normal,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,35,0.06,0.0,0.0,0,0,0
229,0.07,0,255,0.08,0.0,0.0,0.0,1.0,1,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,neptune,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0,0,0
1,0.0,0,2,0.0,0.0,1.0,1.0,0.0,8,0.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ipsweep,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,1.0,0.0,0.0,0,0,0
